Source,Target
15518963,46072602
15518963,29074881
15518963,66079064
15518963,5175509
15518963,67690797
15518963,41714198
15518963,11467214
15518963,99205336
15518963,96284283
15518963,20222825
15518963,29411529
15518963,9616408
15518963,4548558
15518963,29308743
15518963,94017220
15518963,66334319
15518963,68717335
15518963,25175810
15518963,74180776
15518963,12799855
15518963,86964730
15518963,14106476
15518963,49543909
15518963,22202621
15518963,3386408
15518963,24396756
15518963,56656459
15518963,24767646
15518963,72189375
15518963,66364681
15518963,69506552
15518963,75225031
15518963,30238520
15518963,9167400
15518963,30749747
15518963,49544600
15518963,96208368
15518963,64187410
15518963,13274238
15518963,4263123
15518963,86814604
15518963,86305023
15518963,16843598
15518963,10998116
15518963,50230155
15518963,57073726
15518963,24021728
15518963,85808767
15518963,70179151
15518963,58119056
15518963,89234305
15518963,82703080
15518963,63336962
15518963,4457991
15518963,96646673
15518963,71002809
15518963,33914408
15518963,56450346
15518963,89540240
15518963,30804196
15518963,96069232
15518963,44334284
15518963,5241675
15518963,57143954
15518963,3154975
15518963,76929636
15518963,65683465
15518963,94071546
15518963,64847393
15518963,19101547
15518963,91591602
15518963,13615527
15518963,55847839
15518963,70088758
15518963,67957344
15518963,32902250
15518963,28368218
15518963,17640522
15518963,23160688
15518963,57289154
15518963,85261397
15518963,59112980
15518963,47846145
15518963,10137237
15518963,45088489
15518963,53654106
15518963,15496799
15518963,78994774
15518963,11055786
15518963,34442154
15518963,72285800
15518963,13293034
15518963,62561222
15518963,64849586
15518963,63687850
15518963,42552308
15518963,4234416
15518963,81820173
15518963,80435318
15518963,7143229
15518963,70320391
15518963,32002244
15518963,31407245
15518963,80075876
15518963,85705994
15518963,10197563
15518963,91970699
15518963,61964389
15518963,94309181
15518963,7594736
15518963,10766499
15518963,79031548
15518963,37447040
15518963,95342936
15518963,69423768
15518963,27682472
15518963,69371971
15518963,25581368
15518963,76852986
15518963,96193023
15518963,19845641
15518963,17110034
15518963,63403220
15518963,28452731
15518963,55034695
15518963,56582297
15518963,25582109
15518963,43184253
15518963,92539595
15518963,86542602
15518963,32344670
15518963,18195078
15518963,20016814
15518963,47107020
15518963,71285731
15518963,17882382
15518963,83138689
15518963,87480204
15518963,95826289
15518963,71307492
15518963,82933714
15518963,343221
15518963,54164869
15518963,54314761
15518963,37568482
15518963,91593165
15518963,9060296
15518963,8850750
15518963,56291251
15518963,91326899
15518963,60338534
15518963,99501107
15518963,26300729
15518963,5113935
15518963,4497814
15518963,4904850
15518963,45882221
15518963,98654738
15518963,30860235
15518963,90140375
15518963,59946194
15518963,60673471
15518963,43289750
15518963,3803291
15518963,37053521
15518963,91728275
15518963,1533493
15518963,80837322
15518963,80131271
15518963,54772018
15518963,23979171
15518963,31026775
15518963,52946154
15518963,9436300
15518963,28064560
15518963,25739649
15518963,94577458
15518963,31554181
15518963,74789767
15518963,51298563
15518963,85728063
15518963,62918801
15518963,40796241
15518963,89880059
15518963,14728245
15518963,80868339
15518963,40169042
15518963,7052534
15518963,41867105
15518963,43207441
15518963,4474160
15518963,18497061
15518963,62525134
15518963,35735802
15518963,82770100
15518963,85209398
15518963,55295790
15518963,70857626
15518963,24637069
15518963,98565267
15518963,76652274
15518963,49719349
15518963,83090772
15518963,35627893
15518963,27356675
15518963,67485665
15518963,29757021
15518963,32908040
15518963,33172654
15518963,79844046
15518963,85047052
15518963,38722627
15518963,16134630
15518963,25374428
15518963,44577148
15518963,70038330
15518963,53910880
15518963,3428885
15518963,87670631
15518963,85609910
15518963,9061004
15518963,73754967
15518963,3624778
15518963,86592560
15518963,32915239
15518963,51921709
15518963,21220927
15518963,18294426
15518963,84767000
15518963,17541754
15518963,85425361
15518963,737781
15518963,46732839
15518963,62038572
15518963,24605499
15518963,96853122
15518963,76562951
15518963,79364345
15518963,95491589
15518963,65369736
15518963,79832037
15518963,77792043
15518963,86996287
15518963,20945081
15518963,88754098
15518963,95169728
15518963,60164484
15518963,63229453
15518963,14957773
15518963,99372342
15518963,92472173
15518963,80673908
15518963,31052025
15518963,52591331
15518963,99934480
15518963,34473452
15518963,14101918
15518963,92990925
15518963,38006468
15518963,55141413
15518963,29201347
15518963,90316834
15518963,67688076
15518963,51310390
15518963,72658571
15518963,98334377
15518963,45519710
15518963,15711997
15518963,13899644
15518963,44358469
15518963,89699636
15518963,92262818
15518963,19717723
15518963,60310140
15518963,8692052
15518963,30177521
15518963,41630823
15518963,54364039
15518963,72180566
15518963,23080027
15518963,61626991
15518963,55251721
15518963,5523187
15518963,9652315
15518963,25538635
15518963,38837940
15518963,48533003
15518963,25990743
15518963,9614496
15518963,26867733
15518963,76700853
15518963,72132426
15518963,40335511
15518963,36944733
15518963,25315092
15518963,32602029
15518963,37390984
15518963,92971064
15518963,62278946
15518963,19770279
15518963,24873851
15518963,52550814
15518963,75968258
15518963,81267477
15518963,92981416
15518963,89132218
15518963,45529703
15518963,33316427
15518963,49928398
15518963,77029714
15518963,76538651
15518963,31840889
15518963,7573359
15518963,72318360
15518963,45132392
15518963,36521889
15518963,57876573
15518963,6647121
15518963,89701446
15518963,62649194
15518963,71423808
15518963,47053649
15518963,48677184
15518963,22522299
15518963,73001850
15518963,80488363
15518963,59035208
15518963,47676462
15518963,91965278
15518963,98344556
15518963,45923873
15518963,42871917
15518963,9277561
15518963,13725590
15518963,94566326
15518963,71407383
15518963,81496435
15518963,88687180
15518963,21898193
15518963,7596913
15518963,4913960
15518963,45894281
15518963,98439908
15518963,37646250
15518963,43653713
15518963,58036598
15518963,26674167
15518963,10929426
15518963,71350814
15518963,66396115
15518963,67017415
15518963,12757469
15518963,70470503
15518963,62124578
15518963,61887793
15518963,84987026
15518963,81332897
15518963,21708027
15518963,86110975
15518963,12339949
15518963,1138547
15518963,30785202
15518963,43173810
15518963,65778748
15518963,22021953
15518963,21971553
15518963,50820928
15518963,58380789
15518963,35345344
15518963,84910488
15518963,20671185
15518963,13070948
15518963,94488646
15518963,91026340
15518963,5599689
15518963,85938066
15518963,85558160
15518963,65068758
15518963,2272603
15518963,85901650
15518963,305798
15518963,6581423
15518963,45449672
15518963,52320848
15518963,48072026
15518963,12632219
15518963,83774616
15518963,84926665
15518963,17834956
15518963,73594465
15518963,80724602
15518963,89371998
15518963,38890316
15518963,89118984
15518963,32952934
15518963,34859534
15518963,56472820
15518963,16845062
15518963,62576507
15518963,66668948
15518963,78825392
15518963,79421047
15518963,87501533
15518963,75327132
15518963,67788393
15518963,87792337
15518963,5365999
15518963,88603640
15518963,50307379
15518963,77648620
15518963,33769681
15518963,24695841
15518963,62065712
15518963,50581689
15518963,95726414
15518963,18859284
15518963,49488412
15518963,98812469
15518963,22389394
15518963,36715600
15518963,23476770
15518963,61059849
15518963,43957143
15518963,75885468
15518963,19626003
15518963,48801958
15518963,53539535
15518963,76044783
15518963,19253353
15518963,53543401
15518963,276470
15518963,73957620
15518963,462129
15518963,61808693
15518963,30172743
15518963,70555931
15518963,13793825
15518963,15822935
15518963,74010451
15518963,34624280
15518963,78765273
15518963,4032748
15518963,96949585
15518963,52104995
15518963,52979752
15518963,77205428
15518963,59926598
15518963,53812801
15518963,78125131
15518963,51901830
15518963,68295182
15518963,33997720
15518963,23174364
15518963,1329585
15518963,92806133
15518963,23269175
15518963,39324514
15518963,50818694
15518963,62006374
15518963,85770587
15518963,56374720
15518963,18678506
15518963,90927466
15518963,54666147
15518963,50282461
15518963,73106596
15518963,10427992
15518963,76859773
15518963,59884100
15518963,30202563
15518963,6830640
15518963,89089631
15518963,61072338
15518963,11089155
15518963,14042115
15518963,61294363
15518963,60226506
15518963,18888456
15518963,32908358
15518963,28640849
15518963,94245369
15518963,47662441
15518963,25193857
15518963,3298756
15518963,84729200
15518963,6386445
15518963,62899058
15518963,20606033
15518963,51430453
15518963,54145575
15518963,2042752
15518963,25499825
15518963,93371161
15518963,90268153
15518963,45929263
15518963,32992882
15518963,87152296
15518963,88567524
15518963,64441684
15518963,34824634
15518963,82706922
15518963,84886446
15518963,62933309
15518963,35574510
15518963,60279727
15518963,76270053
15518963,85555597
15518963,22968673
15518963,42057144
15518963,12133140
15518963,57886580
15518963,72509112
15518963,63884769
15518963,14131293
15518963,4484875
15518963,71809342
15518963,58280257
15518963,18960059
15518963,69143687
15518963,43780174
15518963,55594096
15518963,41505267
15518963,51147302
15518963,14201748
15518963,58328817
15518963,84149806
15518963,35758226
15518963,39846051
15518963,27343283
15518963,85504469
15518963,7841888
15518963,29711076
15518963,57681434
15518963,7752594
15518963,5469506
15518963,1864586
15518963,18503773
15518963,45820810
15518963,36331612
15518963,45073699
15518963,83020867
15518963,81239666
15518963,1458777
15518963,6594268
15518963,83681027
15518963,86464898
15518963,23577116
15518963,98392123
15518963,98713360
15518963,48176348
15518963,89218545
15518963,99799313
15518963,67096843
15518963,21179038
15518963,15558876
15518963,55823062
15518963,39758800
15518963,53334121
15518963,12733917
15518963,14366033
15518963,73050938
15518963,86184157
15518963,74350701
15518963,19556600
15518963,97239470
15518963,22740973
15518963,80778351
15518963,54180936
15518963,497179
15518963,5429458
15518963,66897734
15518963,29641772
15518963,17989100
15518963,46936570
15518963,73544918
15518963,68536696
15518963,25324916
15518963,81205085
15518963,86752978
15518963,9365119
15518963,86596075
15518963,21144837
15518963,45627284
15518963,14989245
15518963,41280107
15518963,25921527
15518963,25594718
15518963,84457778
15518963,67977273
15518963,90838888
15518963,86808794
15518963,29232857
15518963,17967593
15518963,4138685
15518963,97647552
15518963,26916611
15518963,63227341
15518963,79617249
15518963,70083219
15518963,5214279
15518963,79437106
15518963,31404410
15518963,24552200
15518963,78698242
15518963,6260172
15518963,35425694
15518963,73634658
15518963,62672190
15518963,6562753
15518963,27842776
15518963,2531518
15518963,3333458
15518963,81121446
15518963,8101376
15518963,29467396
15518963,51611999
15518963,71862426
15518963,79011215
15518963,41421887
15518963,8884548
15518963,15399103
15518963,55985772
15518963,37956641
15518963,61008530
15518963,18179099
15518963,29010434
15518963,12187966
15518963,14509310
15518963,4409754
15518963,38687365
15518963,89383597
15518963,12614318
15518963,71111934
15518963,99467658
15518963,97976150
15518963,2981373
15518963,96546360
15518963,21722212
15518963,69746034
15518963,39416891
15518963,37921314
15518963,62889447
15518963,77642634
15518963,2363512
15518963,94172878
15518963,40891373
15518963,82424837
15518963,91196672
15518963,88431637
15518963,52357592
15518963,93087403
15518963,58428198
15518963,80048605
15518963,18329793
15518963,86950129
15518963,46974330
15518963,58884188
15518963,25154637
15518963,87233818
15518963,6228192
15518963,83809962
15518963,60487607
15518963,90707029
15518963,66649394
15518963,61802877
15518963,70945082
15518963,26736349
15518963,46270970
15518963,75994288
15518963,55255378
15518963,40400142
15518963,47418614
15518963,41360228
15518963,51084089
15518963,62144204
15518963,84553192
15518963,43444613
15518963,44391015
15518963,89671395
15518963,99554577
15518963,77988914
15518963,65476945
15518963,99143430
15518963,7913656
15518963,30424871
15518963,55757395
15518963,12052747
15518963,63593400
15518963,46047502
15518963,20199053
15518963,49376825
15518963,3139971
15518963,27208432
15518963,27119626
15518963,63196286
15518963,71601348
15518963,95172140
15518963,15008433
15518963,76941249
15518963,96504045
15518963,81262539
15518963,18609307
15518963,24466504
15518963,19813035
15518963,65565271
15518963,73362453
15518963,49338207
15518963,5994111
15518963,53449812
15518963,74662372
15518963,1215190
15518963,39375189
15518963,53863843
15518963,12749710
15518963,59475729
15518963,95730756
15518963,98780678
15518963,7164980
15518963,12614711
15518963,68965023
15518963,69865719
15518963,69688114
15518963,75543306
15518963,39114864
15518963,32591398
15518963,40355854
15518963,85044457
15518963,35772915
15518963,73982547
15518963,63251899
15518963,64681989
15518963,1977823
15518963,11735243
15518963,86036285
15518963,71802518
15518963,11654559
15518963,12206829
15518963,46500151
15518963,93431557
15518963,98910857
15518963,84778522
15518963,39090162
15518963,64835583
15518963,77816694
15518963,74881800
15518963,33963821
15518963,91517120
15518963,79974646
15518963,80074419
15518963,7212226
15518963,72095409
15518963,88670836
15518963,46540865
15518963,80000065
15518963,43825612
15518963,9921165
15518963,27490070
15518963,41833088
15518963,20182790
15518963,44336510
15518963,53706050
15518963,89011060
15518963,34560955
15518963,42238040
15518963,21088722
15518963,56677866
15518963,48953325
15518963,94121980
15518963,72222540
15518963,36151828
15518963,73793965
15518963,81985260
15518963,22311396
15518963,48071764
15518963,64552936
15518963,9129677
15518963,98020222
15518963,89634966
15518963,1714852
15518963,59265277
15518963,31687837
15518963,25274119
15518963,76874912
15518963,77800926
15518963,85653784
15518963,90617742
15518963,78738322
15518963,88779232
15518963,64561764
15518963,8227299
15518963,17462673
15518963,75947067
15518963,92022033
15518963,25461290
15518963,58406408
15518963,24341906
15518963,10762074
15518963,48470166
15518963,56304240
15518963,48543022
15518963,66401340
15518963,17577258
15518963,91068857
15518963,90920211
15518963,77966715
15518963,9106010
15518963,29686712
15518963,16965603
15518963,30286515
15518963,93132714
15518963,34877458
15518963,61076610
15518963,86412297
15518963,80923783
15518963,44707381
15518963,58985422
15518963,73002221
15518963,8044642
15518963,95055148
15518963,20669189
15518963,73130732
15518963,84868374
15518963,61147740
15518963,31723731
15518963,86189131
15518963,57502757
15518963,62902891
15518963,55792065
15518963,34163037
15518963,87092774
15518963,80223702
15518963,13394681
15518963,12805377
15518963,59825950
15518963,86259960
15518963,85611268
15518963,6626994
15518963,87669456
15518963,47313958
15518963,55885871
15518963,50681158
15518963,66323371
15518963,23796441
15518963,68996685
15518963,66235106
15518963,58593664
15518963,71456004
15518963,33040233
15518963,54449386
15518963,88960936
15518963,65585136
15518963,90324574
15518963,99222609
15518963,58505605
15518963,32602494
15518963,46760623
15518963,13822201
15518963,20692196
15518963,50698244
15518963,49104952
15518963,92889629
15518963,56155773
15518963,74695181
15518963,22756443
15518963,86777798
15518963,56241530
15518963,11045141
15518963,80120524
15518963,36444882
15518963,6681781
15518963,21621948
15518963,45868027
15518963,69325185
15518963,36119776
15518963,29915401
15518963,92852259
15518963,12626420
15518963,19915636
15518963,19283370
15518963,55673258
15518963,23092508
15518963,52156888
15518963,28605559
15518963,47075889
15518963,5333302
15518963,64322632
15518963,80893065
15518963,39106825
15518963,41748461
15518963,27298227
15518963,81295634
15518963,89538441
15518963,9539554
15518963,39320324
15518963,59624681
15518963,18509168
15518963,1886745
15518963,46221026
15518963,17302379
15518963,38814108
15518963,60758162
15518963,74342065
15518963,23966846
15518963,57364368
15518963,9909613
15518963,12623135
15518963,23234627
15518963,2479195
15518963,32148169
15518963,21998070
15518963,27416120
15518963,98953985
15518963,78356846
15518963,63532891
15518963,88173960
15518963,55023404
15518963,1022842
15518963,48087695
15518963,81907165
15518963,82834261
15518963,75669151
15518963,82136165
15518963,35200226
15518963,15236745
15518963,65946861
15518963,38160108
15518963,50362017
15518963,46666090
15518963,47380698
15518963,1845351
15518963,41209857
15518963,39574921
15518963,39952920
15518963,24960490
15518963,23090746
15518963,48610074
15518963,69475909
15518963,33300646
15518963,4743301
15518963,43763832
15518963,89260055
15518963,34352261
15518963,90490160
15518963,90953278
15518963,2001602
15518963,2762785
15518963,74324934
15518963,81486273
15518963,92609753
15518963,14236555
15518963,93898842
15518963,57814430
15518963,86926880
15518963,26414521
15518963,9540756
15518963,51194699
15518963,39076799
15518963,55192311
15518963,73241453
15518963,25032851
15518963,53207324
15518963,95045987
15518963,76024134
15518963,8429179
15518963,14653352
15518963,49987006
15518963,37709330
15518963,12962603
15518963,53184205
15518963,89055162
15518963,73934113
15518963,94989940
15518963,72189860
15518963,92755512
15518963,67461375
15518963,82429242
15518963,51785368
15518963,73134356
15518963,22000567
15518963,52231226
15518963,8629303
15518963,59356464
15518963,9370203
15518963,35629234
15518963,78929455
15518963,60731325
15518963,22899679
15518963,37406035
15518963,93113891
15518963,5086307
15518963,56860836
15518963,74751368
15518963,88535134
15518963,72951469
15518963,34100787
15518963,46735845
15518963,38112451
15518963,45732606
15518963,88588667
15518963,10882395
15518963,48246747
15518963,70494047
15518963,37149744
15518963,12440751
15518963,3699530
15518963,63428729
15518963,63257936
15518963,13522286
15518963,15653050
15518963,85357243
15518963,29837012
15518963,48714373
15518963,31807818
15518963,65116981
15518963,18158206
15518963,35254404
15518963,90309073
15518963,52894675
15518963,2783772
15518963,65381367
15518963,93215842
15518963,95327096
15518963,71398852
15518963,41271317
15518963,20620652
15518963,65705437
15518963,78521046
15518963,50750952
15518963,61894647
15518963,44080308
15518963,80824922
15518963,18725076
15518963,96514286
15518963,65899719
15518963,62832049
15518963,26432566
15518963,72704579
15518963,38032682
15518963,57470125
15518963,85870299
15518963,65814306
15518963,7475123
15518963,96004020
15518963,60983480
15518963,71851539
15518963,39666504
15518963,82324384
15518963,57073702
15518963,40728366
15518963,92477668
15518963,98732242
15518963,88908299
15518963,28720007
15518963,59816340
15518963,88324889
15518963,56102263
15518963,13737151
15518963,37706250
15518963,29507422
15518963,53880201
15518963,36660674
15518963,66466777
15518963,65591323
15518963,31210864
15518963,46858863
15518963,82382469
15518963,48639624
15518963,95152239
15518963,80537469
15518963,48265236
15518963,97006122
15518963,63722881
15518963,59342402
15518963,76400365
15518963,90743993
15518963,7000755
15518963,32222485
15518963,9763112
15518963,44729940
15518963,51453552
15518963,12331326
15518963,15707924
15518963,3090910
15518963,55173323
15518963,21708300
15518963,11401781
15518963,95450908
15518963,68500327
15518963,31121687
15518963,87061509
15518963,43204637
15518963,64655613
15518963,40842448
15518963,50117480
15518963,61008146
15518963,66124412
15518963,18462027
15518963,52478652
15518963,67569384
15518963,63169629
15518963,40963961
15518963,5429572
15518963,93946245
15518963,89004992
15518963,83295291
15518963,34733262
15518963,52904758
15518963,30244239
15518963,78680333
15518963,60065554
51901830,83642383
51901830,85222646
51901830,57658448
51901830,71596283
51901830,55382879
51901830,42397286
51901830,50434104
51901830,20003940
51901830,77810343
51901830,41388425
51901830,19096506
51901830,94867452
51901830,44698542
51901830,95106625
51901830,6626994
51901830,34163037
51901830,81691453
51901830,7000358
51901830,75336352
51901830,16646673
51901830,1022842
51901830,98851304
51901830,38118578
51901830,11258137
51901830,35218692
51901830,12193070
51901830,93932247
51901830,36811439
51901830,1966574
51901830,69496803
51901830,96546927
51901830,57499345
51901830,34882820
51901830,30741915
51901830,57340926
51901830,33899579
51901830,76024134
51901830,47496534
51901830,43409965
51901830,34766814
51901830,84762939
51901830,57916077
51901830,4273690
51901830,98110490
51901830,61919707
51901830,69434571
51901830,23209512
51901830,12054309
51901830,87986723
51901830,9277561
51901830,95504417
51901830,96942067
51901830,1170239
51901830,22950098
51901830,72657087
51901830,91448428
51901830,71801634
51901830,600868
51901830,61286039
51901830,42972913
51901830,69821105
51901830,99740774
51901830,79578545
51901830,96793085
51901830,48470166
51901830,18462027
51901830,97240759
51901830,13629202
51901830,70479062
51901830,41718324
51901830,99143430
51901830,48301296
51901830,55222248
51901830,99536986
51901830,30647952
51901830,41279190
51901830,42861901
51901830,8629303
51901830,53387367
51901830,30796999
51901830,59267335
51901830,90607108
51901830,51668341
51901830,79567441
51901830,27224325
51901830,84457778
51901830,74118921
51901830,97557557
51901830,98424737
51901830,47347849
51901830,35278108
51901830,18716330
51901830,32978303
51901830,72665987
51901830,63163691
51901830,90391769
51901830,21678848
51901830,96216976
51901830,87463429
51901830,90692274
51901830,31807818
51901830,40842448
51901830,93375740
51901830,66553485
51901830,98033228
51901830,83681200
51901830,1259704
51901830,53083357
51901830,83638998
51901830,65164860
51901830,39586625
51901830,16405851
51901830,22931266
51901830,32222485
51901830,49983368
51901830,19283370
51901830,80120524
51901830,53706050
51901830,27436544
51901830,90529526
51901830,98876803
51901830,28580197
51901830,39076799
51901830,24483469
51901830,78667476
51901830,20305633
51901830,85426783
51901830,16446905
51901830,13345803
51901830,76562951
51901830,6460703
51901830,39771002
51901830,77785022
51901830,78651438
51901830,82467406
51901830,25725009
51901830,21392255
51901830,18346138
51901830,16608583
51901830,17053622
51901830,11326668
51901830,16201566
51901830,61603507
51901830,88337817
51901830,6493990
51901830,82195373
51901830,38807505
51901830,69295595
51901830,31282272
51901830,73115148
51901830,81267409
51901830,91728275
51901830,70552805
51901830,11078930
51901830,18538438
51901830,3306488
51901830,7306447
51901830,78899180
51901830,14366033
51901830,53776967
51901830,28058532
51901830,5154615
51901830,46588702
51901830,33686174
51901830,54259600
51901830,23677117
51901830,63589351
51901830,58540027
51901830,27215263
51901830,51147302
51901830,92957757
51901830,34316015
51901830,23178155
51901830,86027045
51901830,68299337
51901830,28255942
51901830,96746052
51901830,28779476
51901830,69090423
51901830,82744248
51901830,20648853
51901830,21708300
51901830,78339585
51901830,89837596
51901830,39681763
51901830,76044815
51901830,50415053
51901830,97562852
51901830,13194205
51901830,16965603
51901830,96620488
51901830,819575
51901830,50625583
51901830,995883
51901830,63601758
51901830,6773469
51901830,8013956
51901830,5082552
51901830,83409670
51901830,42764542
51901830,75323041
51901830,16924310
51901830,55673732
51901830,48426562
51901830,21356137
51901830,1215190
51901830,31492617
51901830,4263123
51901830,58160630
51901830,97359270
51901830,16706258
51901830,95684335
51901830,80313307
51901830,74363590
51901830,31199926
51901830,58245841
51901830,55141413
51901830,60107999
51901830,53705227
51901830,76028466
51901830,719971
51901830,18753859
51901830,92935468
51901830,46153960
51901830,36782438
51901830,63257936
51901830,92886436
51901830,26693546
51901830,6420037
51901830,60128377
51901830,902148
51901830,87819467
51901830,94055624
51901830,99669079
51901830,34898395
51901830,95280621
51901830,63856949
51901830,79201539
51901830,15568590
51901830,32062713
51901830,4383710
51901830,5130478
51901830,49286764
51901830,85063726
51901830,64565571
51901830,88802885
51901830,50436135
51901830,65782003
51901830,97860567
51901830,404140
51901830,7260587
51901830,29609804
51901830,15945572
51901830,74561696
51901830,80791811
51901830,7451498
51901830,47320035
51901830,31462823
51901830,76612185
51901830,56269189
51901830,28208321
51901830,357836
51901830,16382777
51901830,79215981
51901830,19428203
51901830,91231238
51901830,56631634
51901830,12452576
51901830,98913218
51901830,83783843
51901830,43721706
51901830,29670363
51901830,64739051
51901830,92573668
51901830,98130990
51901830,78070927
51901830,9240479
51901830,25312881
51901830,7025430
51901830,66219064
51901830,7156753
51901830,62587853
51901830,6303795
51901830,95722820
51901830,66668948
51901830,77099111
51901830,69696465
51901830,72340642
51901830,92586437
51901830,91352398
51901830,99838772
51901830,57628947
51901830,99129153
51901830,55057082
51901830,46288866
51901830,59709652
51901830,34235497
51901830,99448527
51901830,20847786
51901830,56839062
51901830,66410902
51901830,57405933
51901830,90875873
51901830,19387214
51901830,64835583
51901830,25703839
51901830,6763037
51901830,19632434
51901830,16975111
51901830,59889213
51901830,6079735
51901830,19883778
51901830,48203797
51901830,82110826
51901830,94577458
51901830,3429215
51901830,35830138
51901830,79988343
51901830,49674305
51901830,75310218
51901830,84366492
51901830,65361381
51901830,31482897
51901830,92220037
51901830,57636521
51901830,65793109
51901830,26300729
51901830,89133265
51901830,50324666
51901830,74831169
51901830,29546738
51901830,38659245
51901830,26615572
51901830,73200599
51901830,15383717
51901830,51468540
51901830,78140175
51901830,74037883
51901830,66653572
51901830,6805287
51901830,80643338
51901830,22311396
51901830,25806062
51901830,27700465
51901830,6109394
51901830,36059976
51901830,23966846
51901830,78614982
51901830,60384733
51901830,44766451
51901830,22902307
51901830,88827497
51901830,51686282
51901830,41104501
51901830,43712149
51901830,19467955
51901830,29923400
51901830,67361486
51901830,60268823
51901830,41165175
51901830,82835511
51901830,72180566
51901830,61652553
51901830,70567707
51901830,39273890
51901830,67958591
51901830,8589907
51901830,43173810
51901830,99881249
51901830,80280028
51901830,76977134
51901830,1203140
51901830,77027932
51901830,64419220
51901830,23945584
51901830,99672647
51901830,55173323
51901830,44852559
51901830,16716437
51901830,41345780
51901830,72302577
51901830,36541074
51901830,55242357
51901830,21518117
51901830,51372903
51901830,64091881
51901830,61740937
51901830,29330819
51901830,90495661
51901830,73837874
51901830,92671151
51901830,17563606
51901830,87382807
51901830,12757469
51901830,49412806
51901830,37641651
51901830,10041085
51901830,5904448
51901830,47324882
51901830,91924104
51901830,37797601
51901830,64985728
51901830,34859534
51901830,54458024
51901830,40781890
51901830,44848688
51901830,35450395
51901830,8087340
51901830,74862761
51901830,22529646
51901830,27169108
51901830,15399103
51901830,67912530
51901830,79544972
51901830,17190996
51901830,9763112
51901830,7475123
51901830,41274376
51901830,16100737
51901830,32248264
51901830,53703608
51901830,99563634
51901830,92814865
51901830,64088159
51901830,91645883
51901830,42308544
51901830,31931789
51901830,50480796
51901830,68916747
51901830,64786038
51901830,29291417
51901830,57021208
51901830,27301554
51901830,89892213
51901830,4628575
51901830,17568904
51901830,22564443
51901830,90718828
51901830,1329585
51901830,21892167
51901830,34696663
51901830,3256985
51901830,10161090
51901830,24528541
51901830,53812801
51901830,36766262
51901830,4714242
51901830,96737443
51901830,71736248
51901830,584525
51901830,49994595
51901830,7844240
51901830,36157728
51901830,24136466
51901830,50861635
51901830,73024360
51901830,42279777
51901830,31651630
51901830,51618998
51901830,14042115
51901830,83863371
51901830,6594268
51901830,69649431
51901830,50463936
51901830,92660239
51901830,64229364
51901830,57814430
51901830,40784201
51901830,84492421
51901830,82081540
51901830,60274547
51901830,11556477
51901830,33640747
51901830,69370959
51901830,11418511
51901830,51033995
51901830,63341018
51901830,22670746
51901830,17874089
51901830,65537752
51901830,25431266
51901830,8148972
51901830,41931232
51901830,69670858
51901830,21220927
51901830,82579240
51901830,33742756
51901830,4555890
51901830,50145132
51901830,22126448
51901830,99023842
51901830,33751253
51901830,65701571
51901830,62653090
51901830,35562601
51901830,37285107
51901830,73134356
51901830,99054072
51901830,65647833
51901830,16260422
51901830,57529965
51901830,1110601
51901830,12046112
51901830,75064414
51901830,3713321
51901830,77621021
51901830,77887125
51901830,11771316
51901830,3372082
51901830,58705718
51901830,54701972
51901830,96479126
51901830,9176418
51901830,54181010
51901830,33044618
51901830,72672965
51901830,92059834
51901830,36605082
51901830,44383864
51901830,52051758
51901830,36913387
51901830,54800215
51901830,94238292
51901830,34990542
51901830,12428603
51901830,40737194
51901830,76795560
51901830,37390984
51901830,64593743
51901830,26482200
51901830,60338534
51901830,36912737
51901830,33053319
51901830,94359217
51901830,39406935
51901830,31005422
51901830,29147932
51901830,76514851
51901830,95060620
51901830,85478657
51901830,55288607
51901830,6354312
51901830,62459670
51901830,50104627
51901830,70821031
51901830,99767573
51901830,59492412
51901830,20886790
51901830,79595754
51901830,22967563
51901830,7980665
51901830,31783962
51901830,77791454
51901830,26279172
51901830,13116253
51901830,55447230
51901830,39375189
51901830,92718694
51901830,97006122
51901830,10345815
51901830,11793354
51901830,66138377
51901830,73001850
51901830,59063791
51901830,55823062
51901830,2046623
51901830,4548558
51901830,55414581
51901830,29837012
51901830,93406751
51901830,97579959
51901830,79927620
51901830,59797715
51901830,69587908
51901830,56266389
51901830,27030816
51901830,14665065
51901830,65946861
51901830,77688081
51901830,27053953
51901830,22454240
51901830,16282448
51901830,49317350
51901830,5140901
51901830,86542602
51901830,94780775
51901830,53762051
51901830,62671337
51901830,7268814
51901830,49816921
51901830,2634621
51901830,89104348
51901830,37089046
51901830,34132983
51901830,276470
51901830,26255622
51901830,12133140
51901830,75946463
51901830,76345856
51901830,85613373
51901830,49030667
51901830,1330485
51901830,58785284
51901830,39758800
51901830,27246537
51901830,403273
51901830,90443300
51901830,55784416
51901830,2363512
51901830,53880201
51901830,2064238
51901830,48610074
51901830,73982547
51901830,55370025
51901830,69633524
51901830,20199053
51901830,28720007
51901830,74180776
51901830,70179151
51901830,64856693
51901830,84005949
51901830,10033237
51901830,24961075
51901830,78125131
51901830,12742122
51901830,75847766
51901830,59624681
51901830,16635373
51901830,98753551
51901830,52345590
51901830,90580684
51901830,88503780
51901830,28475727
51901830,63428729
51901830,97239470
51901830,7000755
51901830,99990590
51901830,6609922
51901830,25405197
51901830,27286826
51901830,45101847
